company name,mobile no,website link,state and city,email,phone
INFINITI INDIA,,https://www.houzz.in/trk/aHR0cDovL3d3dy5pbmZpbml0aWluZHVzdHJpYWxmdXJuaXR1cmUuY29tLw/4ff28931722c2b78d81d867e7f378679/ue/MTI4MDcxNA/cb3eea60c93f1039b8041be6546ad68e,JODHPUR,,
WALD INTERIIRS,tel:011 2616 9595,https://www.houzz.in/trk/aHR0cDovL3d3dy53YWxkaW50ZXJpb3JzLmNvbQ/7b39fb52cd992427bd32ae41c19f16ff/ue/ODE3MjcyNg/b13d3572d60ec0bf3773ae09a757bc26,"New Delhi, Delhi",,
Raaz,tel:+1 988-857-3784,,"Abohar, Punjab",,
SEZRA HOME,tel:099109 91496,https://www.houzz.in/trk/aHR0cDovL3d3dy5zZXpyYWhvbWUuY29t/cf3037532f9f126aebc5e9b6185fb286/ue/MjQ4MjYyOTI/4ca5937e86ceb676841a031587bae0cc,"Delhi NCR, Andaman And Nicobar Islands",,
Salar International,,https://www.houzz.in/trk/aHR0cDovL3d3dy5zYWxhcmludGwuY29t/80ef850da029a6b9f136532bdcffaf73/ue/MjE4MTEwNg/9dd757662093aa061bb16076613efef1,,,
Sunrise furniture,tel:084467 17332,,"Pune, Maharashtra",,
Metal smiths exports,tel:090272 07692,,"Moradabad, Uttar Pradesh",,
Furniture Mall In Kolhapur,tel:099600 06363,https://www.houzz.in/trk/aHR0cDovL2FyYW1mdXJuaXR1cmUuaW4v/ba51015c8d3898908dba0142a573532a/ue/MzIxMjU1NDc/44deb7b37aab454ea9698004dd627f1c,"Kolhapur, Maharashtra",,
casa decor store,tel:092100 00349,https://www.houzz.in/trk/aHR0cHM6Ly93d3cuY2FzYWRlY29yLnN0b3JlLw/38671d8bf3e4ffa9cda84b1467ba0797/ue/NDk5MDk0ODc/6f7ea10678afd0b2f3ddd28e6b748e2f,"Noida, Uttar Pradesh",,
Sushrut Patgaonkar Design,tel:098198 90861,https://www.houzz.in/trk/aHR0cDovL3N1c2hydXRwYXRnYW9ua2FyZGVzaWduLndlZWJseS5jb20v/6978fb76ec1fcaba42212d0ab543dad4/ue/Mzg0MjIxNjA/c58ed3552332a62fb6096f0ad9cacb45,"Mumbai, Maharashtra",,
LIVING IMPRESSIONS,tel:+998 10334,,NEW DELHI,,
freelancer designer company,tel:099102 07546,,gurgaon,,
Sakshi packers and movers,tel:093460 01500,https://www.houzz.in/trk/aHR0cDovL3d3dy5zYWtzaGlwYWNrZXJzYW5kbW92ZXJzLmNvbQ/b9be52ceaa02fc6fabb88a5e0e40af0a/ue/NDc1MjE4NDc/2e6d2e163b5b4cdc1a0a1f6292429cc2,"Vijayawada, Andhra Pradesh",,
A.S Handicrafts,tel:088811 13773,,Moradabad,,
Leaders export,tel:099105 36240,https://www.houzz.in/trk/aHR0cDovL3d3dy5sZWFkZXJzZXhwb3J0LmNvbQ/6e125a85b1033b67f433b46797651053/ue/MTg4OTUzOTM/6ccc852b119d3d5fe36f3766d17b5677,Moradabad,,
Jasper J,,https://www.houzz.in/trk/aHR0cDovL2Rlc2lnbmVybGVnZW5kcy5jb20/474dc43d9e803f02ae828a322025fc50/ue/OTcwMzMwOQ/5cc80a091d644430934538c28ffa7795,Coimbatore,,
Terracasa,tel:4262430,https://www.houzz.in/trk/aHR0cDovL2N1c2hpb25jYXNhLmNvbQ/8ba06bd833a9e6c86a226781d06c6b01/ue/MzI0NDQ1MTQ/9b71df4df3792e07ac45012e5140b42f,"Gurgaon, Haryana",,
shree vallabhashray enterprise,tel:078190 95244,,"Vadodara, Gujarat",,
orientalliving,tel:099457 91217,https://www.houzz.in/trk/aHR0cDovL2h0dHA6Ly9vcmllbnRhbGxpdmluZy5jby5pbi8/073d6b12ea73c85804a3626aca1162f2/ue/MjM4MjkzNTk/937efa720d5b2ae56b91543552087e49,bangalore,,
VR Office Needs,tel:094441 70968,https://www.houzz.in/trk/aHR0cDovL3d3dy52cm9mZmljZW5lZWRzLmNvbQ/8b0a923b7f8d310ddace330f7d12efc2/ue/MjkzNzExNzk/ee8d761ca2cdc85e5642f55485aa9c8a,Chennai,,
Retailcrafters,tel:077386 66562,,"Mumbai, Maharashtra",,
Oystra Concepts (P) Ltd.,tel:12040615004647,https://www.houzz.in/trk/aHR0cDovL3d3dy5veXN0cmEuaW4/8bcf66660a9519d2024ebc73dca3827c/ue/MTQ2OTU2Njg/1acbdf9e1eeb73a8576567d956e66d11,Noida (U.P.),,
Happy House,tel:24325321,,Pune,,
Akanksha International,tel:0591 247 6400,https://www.houzz.in/trk/aHR0cDovL3d3dy5ha2Fua3NoYWludGwuY29t/fe06deef0ab957cc15f9fa695f4d2c5a/ue/Mzk2Mjk3MQ/a10857773bb79929dd6b8e41f2b20666,"Behind Akanksha Automobiles,Delhi Road,M",,
Kings  craafts,tel:099281 97338,https://www.houzz.in/trk/aHR0cDovL3d3dy5raW5nc2NyYWFmdHMuY29t/ede9fd01f64634b7bdddc56273612cb3/ue/NjQ3MzI0NQ/7ec70eeae75a17a218eae7113db7d817,Jodhpur,,
Ryhaan Trading,tel:090186 34628,,J&K,,
Carpentry & Interior Decorator,tel:094447 37402,,Chennai,,
handiana,tel:919460594578,https://www.houzz.in/trk/aHR0cDovL3d3dy5oYW5kaWFuYS5jb20/d0b17d8a90c7ffa04aaf0006adfe3410/ue/MTY5Nzg0MzE/a37b872a30a269927750b84de033a555,jodhpur,,
Aashika glasses,tel:099410 91472,https://www.houzz.in/trk/aHR0cDovL3d3dy5hYXNoaWthZ2xhc3Nlcy5pbi8/885f716607c992856c72a97cdb21d9fa/ue/MjMwOTIxMzE/9ee9f3d190385d56162816993dd62401,chennai,,
Kings  craafts,tel:099281 97338,https://www.houzz.in/trk/aHR0cDovL3d3dy5raW5nc2NyYWFmdHMuY29t/ede9fd01f64634b7bdddc56273612cb3/ue/NjQ3MzI0NQ/7ec70eeae75a17a218eae7113db7d817,Jodhpur,,
Aashika glasses,tel:099410 91472,https://www.houzz.in/trk/aHR0cDovL3d3dy5hYXNoaWthZ2xhc3Nlcy5pbi8/885f716607c992856c72a97cdb21d9fa/ue/MjMwOTIxMzE/9ee9f3d190385d56162816993dd62401,chennai,,
Neki,tel:099309 60000,,"Mumbai, Maharashtra",,
CHROMECRAFT,tel:011 2384 3399,https://www.houzz.in/trk/aHR0cDovL3d3dy5jaHJvbWVjcmFmdC5jb20/ca0480adb87b5d6e52a9c222450eff93/ue/MzgyMjY2NzM/783841927d1cc78b72cca5efc1d2a9ce,"DELHI, Delhi",,
Akanksha International,tel:0591 247 6400,https://www.houzz.in/trk/aHR0cDovL3d3dy5ha2Fua3NoYWludGwuY29t/fe06deef0ab957cc15f9fa695f4d2c5a/ue/Mzk2Mjk3MQ/a10857773bb79929dd6b8e41f2b20666,"Behind Akanksha Automobiles,Delhi Road,M",,
Viral Patel,tel:096621 16991,,"Ahmadabad, Gujarat",,
Shrigee Interior and furniture,tel:080877 37516,,"indore, Madhya Pradesh",,
Kunalmathur,,https://www.houzz.in/trk/aHR0cDovL3d3dy5leGNsdXNpdmVsYW5lLmNvbS8/62d3dacb953a907a2c3245f085e832c4/ue/MzgzNTE2Ng/995d8e145203fd5aac70ac5eaefeba20,,,
The Furniture Studio,tel:020 3215 3321,https://www.houzz.in/trk/aHR0cDovL3d3dy50aGVmdXJuaXR1cmVzdHVkaW8ubmV0/fbed6549e85efbefeb4c2821d6813235/ue/Mjg0MjAxNQ/4e9337c659f149a1b087164685279f22,Pune,,
Agrawal interiors and services,tel:093031 22545,,Raipur,,
Puspita,tel:098364 16375,,"Kolkata, West Bengal",,
Atul Agarwal,tel:098110 83137,,"faridabad, Haryana",,
Kidskouch,tel:097415 40007,https://www.houzz.in/trk/aHR0cDovL2tpZHNrb3VjaC5jb20v/b53e698167a9007c7867de2add88b28e/ue/MzI2NzQxMjE/b21fc9a21a4d889766a7ca5adea6c4e4,"Bangalore, Karnataka",,
Wooden Street,tel:096106 91102,https://www.houzz.in/trk/aHR0cHM6Ly93d3cud29vZGVuc3RyZWV0LmNvbQ/25ad87010032a5bf30b702a92d1a5967/ue/MjY4NTI1NzE/dd72fc5bf33843d1630374ee2f9a6571,Jaipur,,
Shiva,tel:077099 10751,,"Nashik, Maharashtra",,
Atul Agarwal,tel:098110 83137,,"faridabad, Haryana",,
Kidskouch,tel:097415 40007,https://www.houzz.in/trk/aHR0cDovL2tpZHNrb3VjaC5jb20v/b53e698167a9007c7867de2add88b28e/ue/MzI2NzQxMjE/b21fc9a21a4d889766a7ca5adea6c4e4,"Bangalore, Karnataka",,
Wooden Street,tel:096106 91102,https://www.houzz.in/trk/aHR0cHM6Ly93d3cud29vZGVuc3RyZWV0LmNvbQ/25ad87010032a5bf30b702a92d1a5967/ue/MjY4NTI1NzE/dd72fc5bf33843d1630374ee2f9a6571,Jaipur,,
Shiva,tel:077099 10751,,"Nashik, Maharashtra",,
Silveroots,tel:098378 13273,,ramnagar,,
Aplomb Works,tel:011 4751 1355,,New Delhi,,
fabfurnish.com,,https://www.houzz.in/trk/aHR0cDovL3d3dy5mYWJmdXJuaXNoLmNvbQ/54dadccab21d832833a228f4a35c933a/ue/MTg2NTcwMA/2684287de564f21556e48d983572867a,,,
Zufolo Designs,tel:088001 84862,https://www.houzz.in/trk/aHR0cDovL2h0dHA6Ly96dWZvbG9kZXNpZ25zLmNvbS8/d41bfb206306e68e76a0bd144033a3fc/ue/MzU1MzIxNzM/1994edadad35a2aaf4d78613791e94ca,"New Delhi, Delhi",,
UNIVERSAL HOME DESIGNS,tel:090687 86077,https://www.houzz.in/trk/aHR0cDovL3d3dy51bmlob21lZGVzaWducy5jb20/077dec5b4a9e9cfba5b9cca253e66b9d/ue/NDU4ODE1Njg/8232b1d91ac5af1a3383823dacbfc2f7,"Moradabad, Uttar Pradesh",,
Kiran Handicraft,tel:089468 66741,,"JODHPUR, Rajasthan",,
ART FOR ALL,tel:091450 48995,,"PUNE, Maharashtra",,
Nirmals Furnishing,tel:088023 31606,,Delhi,,
nayna14,tel:093242 88864,,Mumbai,,
Print Master,tel:0161 466 6610,,"Ludhiana, Punjab",,
jvg furniture,tel:919815970478,,"patiala, Punjab",,
ryderanas_saifi,tel:083838 12962,,Delhi,,
Pawan,tel:092323 88623,,"Samsi, West Bengal",,
QUALITY HANDICRAFTS,tel:099175 12339,https://www.houzz.in/trk/aHR0cHM6Ly9xdWFsaXR5LWhhbmRpY3JhZnRzLmJ1c2luZXNzLnNpdGUvP209dHJ1ZQ/89f2e766e58669864eb48e5f116d901d/ue/NTI0MDQ0NTM/6ccd9d12719922ff5fb8f28030beb950,"Sambhal, Uttar Pradesh",info@qualityhandicrafts.in,9917512339 9917512339
ARTISANS ART,tel:070140 58200,,"Jodhpur, Rajasthan",,
ANUPAM BUILDTECH,tel:093145 02229,,"Jaipur, Rajasthan",,
Laxman Art,tel:096640 51956,https://www.houzz.in/trk/aHR0cHM6Ly93d3cubGF4bWFuYXJ0LmNvbS8/59039c02e599f7cf1b2ff14cb2e23b52/ue/NTkzMDM1Nzc/d051615055a46a726bf1d1eabe4b0839,"Jodhpur, Rajasthan",,
Prime Hospitality Equipments and services,tel:099163 73882,,"Bengaluru, Karnataka",,
The Pillow Company,tel:098105 23553,https://www.houzz.in/trk/aHR0cDovL3d3dy50aGVwaWxsb3djb21wYW55LmNvbQ/d280b34bf65218100633f930b1f3cea7/ue/NDgxNTc4OTI/80047074d942a18213a813a0a91d89b0,"New delhi, Delhi",,
Jai shree malen furniture,tel:090354 56426,https://www.houzz.in/trk/aHR0cDovL3d3dy5mYWNlYm9vay5jb20vcHJhZ3RpaW50ZXJpb3JzbWFoaXJhbS8/6ff2f393b9931b890f2d3adfaf4632ce/ue/NDcyMzk2NzM/be943f41dcb55e56f02d317e9dd53290,"Banglore, Karnataka",,
SANFORD ART AND CRAFT,tel:099298 96846,https://www.houzz.in/trk/aHR0cDovL3d3dy5zYW5mb3JkYXJ0YW5kY3JhZnQuY29t/a2ca966a5f848607ff05f8911d2be3f8/ue/NDM0MzMyOTk/416c9e97bd8dcc3fcea67b94c944dbcf,"Jaipur, Rajasthan",,
HANFAS,tel:098902 75678,https://www.houzz.in/trk/aHR0cDovL3d3dy5oYW5mYXMuY29t/e96800d666479f4625427e919e4d38b3/ue/ODQ0Njc1Nw/a12c16d417b1509c952de951b2640f5b,"PUNE, Maharashtra",sales@hanfas.com,
SHAN INTERNATIONAL,tel:090451 03509,https://www.houzz.in/trk/aHR0cDovLzg4OXMuaG91enouY29t/c8a12f610bdef240837045e0c947696a/ue/MTU0ODE1MTg/4b134a02ea9f2f609cedb8e04654b2d7,MORADABAD,,
Pramukh Modular Kitchens,tel:099099 82988,https://www.houzz.in/trk/aHR0cDovL3ByYW11a2hraXRjaGVucy5jb20/871f457ab3ab8ae258962e9932184915/ue/MzkzNDQ0MTU/de525788f7d85e2fc772802958e55cfd,"Ahmedabad, Gujarat",,
Rewin renovator,tel:094872 02215,https://www.houzz.in/trk/aHR0cDovL3Jld2lucmVub3ZhdG9yLmhvdXp6Lmlu/f639aa890de90714623d7230a7fc0a00/ue/NDc5MzIwMDY/d68813c00ed943221e55a77283882bb9,Salem,,
FurnitureRootsâ¢,tel:097690 03311,https://www.houzz.in/trk/aHR0cDovL3d3dy5mdXJuaXR1cmVyb290cy5jb20/84733e2ededdf17f4f601ab3c04b22bc/ue/NTY1MTQyNzE/ccd34e5f6f82770e1e9b00bf78122b8a,"Jodhpur, Rajasthan",,
Arush Furniture,tel:097314 51657,https://www.houzz.in/trk/aHR0cHM6Ly9idWRoaXJhbV92aXNod2FrYXJtYS5ob3V6ei5pbg/b9df5ab0cfe611e5a163e830a61b7708/ue/NDc4MDgyMDQ/6b31457f1ff5fb6bc77a32a46e45a97f,"Varanasi, Uttar Pradesh",,
AAKAR INTERIO,tel:098993 69996,https://www.houzz.in/trk/aHR0cDovL3d3dy5hYWthcmludGVyaW8uY29t/eb5f46d813742d81eb49fb2d74eee09c/ue/MTU1MjA2OTU/bf4d6bf9d052e390c5933ced91c71a9e,"DELHI, Delhi",,
Ajay  vishwakarma,tel:070244 97895,,"Indore, Madhya Pradesh",,
Enroco,tel:01234 567 890,,"Bangalore, Karnataka",,
DECORISTA HOME,tel:099994 90725,https://www.houzz.in/trk/aHR0cDovL3d3dy5pbnN0YWdyYW0uY29tL2RlY29yaXN0YWhvbWVfZGVjb3Iv/c296a3e92c30a7f5967e9bb96231d10e/ue/NDI0MjU3MDA/4af3799a3ca03913dbbb659b8a37c29f,"GURUGRAM, Haryana",,
Best of Exports,tel:098293 83706,https://www.houzz.in/trk/aHR0cDovL2Jlc3RvZmV4cG9ydHMuY29t/a9cff203b7af89e9427fcae665c118b4/ue/MTU3ODc2MzI/a0eee3bf444ed96ae64e7e35d9c945e8,Jodhpur,,
Acquisitions(Interior & Furniture Design ),tel:098184 49530,https://www.houzz.in/trk/aHR0cDovL2FjcWZ1cm5pdHVyZS5jb20/b03f5e43c92aaf994ba03bf60b31d2ea/ue/NzMwNjI0NQ/471aac69253b53346a71ddbf6ba73c39,Gurgaon,,
LEKHRAV ENTERPRISE ( designer & turnkey projects),tel:098299 44421,https://www.houzz.in/trk/aHR0cDovL3d3dy5sZWtocmF2ZW50ZXJwcmlzZXMuY29t/50e30eafb22e5dee811223a3fc11317c/ue/NTA0NTI3NQ/abfd881df9af80343b189e918435ab03,"Jaipur, Rajasthan",,
RANJIT,tel:099116 30007,,NEW DELHI,,
Elites art ( resin tables),tel:098294 38999,,Kota,,
INNERFORM,tel:098780 46888,https://www.houzz.in/trk/aHR0cHM6Ly9pbm5lcmZvcm1fcGtsLmhvdXp6Lmlu/1bee3e4fe3c65594c1c264d438732eac/ue/MjE5NDQyNA/230eba229056e5549ab88e81a7d2f1d9,"PANCHKULA, Haryana",,
Nivrons Designer Homes,tel:098490 00005,https://www.houzz.in/trk/aHR0cDovL3d3dy5uaXZyb25zLmNvbQ/27b427ce1a696c56c5b0d8226be65635/ue/NTU3OTAwMzE/32a200fe2dad6dcb51374aa86194b864,"Hyderabad, Telangana",,
Scarlet Splendour,tel:033 4050 1008,https://www.houzz.in/trk/aHR0cDovL3d3dy5zY2FybGV0c3BsZW5kb3VyLmNvbS8/43890bc5392633fb141876a8b61a748b/ue/NTI2NzMyNzE/7eecdce0b7ed2060662c042fcef2818e,"Kolkata, West Bengal",,
KAYPEE,tel:093270 07965,https://www.houzz.in/trk/aHR0cDovL0tBWVBFRS5ORVQuSU4/763c5e202fc5ae96054eeb3156f5bf4f/ue/NTI0MTk4OTk/59c9efe3b6daae65cf35bde9c5926216,"AHMEDABAD, Gujarat",,
Picker Online,tel:073500 02473,https://www.houzz.in/trk/aHR0cHM6Ly93d3cucGlja2Vyb25saW5lLmNvbS9uYWdwdXIvcGx5d29vZC1kZWFsZXJz/769fd02919c3093c94961174c50508e4/ue/NTE4MDY2OTY/fa659d6f34a06a8ac486b10b6746a6dc,"Nagpur, Maharashtra",,
